"Kinds","company","product","price","brief","newest time","oldest time","if Kontakt"
"Ambient / Chill / New Age","Big Fish Audio","Eclipse: Ambient Guitars","$90.30","Atmospheric, dark and cinematic guitar sounds","no reviews","no reviews","no requirement"
"Ambient / Chill / New Age","Big Fish Audio","Oxygen","$90.30","Cinematic sound design for music, film & games!","no reviews","no reviews","no requirement"
"Ambient / Chill / New Age","Big Fish Audio","Zen","$90.30","Cinematic rock & ambient sounds & loops","no reviews","no reviews","no requirement"
"Ambient / Chill / New Age","Big Fish Audio","Guitar Soundscapes","$90.30","Emotional and cinematic guitars loops & grooves","no reviews","no reviews","1"
"Ambient / Chill / New Age","Big Fish Audio","Ambient Skyline 2","$90.30","Ambient & cinematic loops and soundscapes","no reviews","no reviews","1"
"Ambient / Chill / New Age","Big Fish Audio","Ambient Skyline","$90.30","Atmospheric quality sounds & loops.","no reviews","no reviews","1"
"Ambient / Chill / New Age","Ueberschall","Score FX 2","$147.87","Professionelles sound design and FX","2010","2009","0"
"Ambient / Chill / New Age","Big Fish Audio","Chill 2","$34.30","Slow, chilled out beats and grooves","no reviews","no reviews","1"
"Ambient / Chill / New Age","Big Fish Audio","Chill: Downtempo Loops and Beats","$34.30","Chill, jazzy construction kits","no reviews","no reviews","1"
"Ambient / Chill / New Age","Ueberschall","Chillout Breeze","$48.63","Relaxed and deep chillout & downtempo samples","no reviews","no reviews","0"
"Ambient / Chill / New Age","Ueberschall","Ambient","$147.87","Emotional and evocative Sound design","no reviews","no reviews","0"
"Ambient / Chill / New Age","Ueberschall","Chill House","$48.63","Sounds for the ultimate warm-up time and chill-Floor","no reviews","no reviews","0"
"Ambient / Chill / New Age","Zero-G","Lounge & Chill","$44.66","Over 600 samples and 1.7Gb of ultra-hip downtempo lounge!","no reviews","no reviews","no requirement"
"Ambient / Chill / New Age","Ueberschall","Chillout Zone","$55.00","Relaxed grooves and sample accurate loops","no reviews","no reviews","0"
"Ambient / Chill / New Age","Ueberschall","Nightshift","$109.00","Quiet and relaxing samples for the extra chill-factor","2011","2011","0"
"Ambient / Chill / New Age","Ueberschall","Ambient Lines","$109.00","Professional effects, surfaces, and sound design!","2011","2011","0"
"Ambient / Chill / New Age","Ueberschall","Soundscapes","$98.25","For scoring, games, trailers, audio logos, and much more.!","2010","2010","0"
"Ambient / Chill / New Age","Ueberschall","Art Of Sounds","$109.00","Creative sound, excellent sound design","2010","2010","0"
"Ambient / Chill / New Age","Ueberschall","Scoretrax","$495.23","300 selected Tracks and over 40 different Music Styles!","2007","2007","0"
"Ambient / Chill / New Age","Zero-G","Zero-G Ambient","$17.84","AMBIENT Volume 1 and AMBIENT Volume 2 Bundle!","no reviews","no reviews","no requirement"
"Ambient / Chill / New Age","Zero-G","Glenn Morrison: Late Nights Early Beginnings","$42.87","Crazy loops & samples, produced by Glenn Morrison!","no reviews","no reviews","1"
"Ambient / Chill / New Age","Zero-G","Brazil Chillout","$42.87","Bossa Nova & Samba groove with a little chillout!","no reviews","no reviews","1"
"Ambient / Chill / New Age","Zero-G","SoundSense: Chilled Grooves","$20.84","Urban & stylish loops & samples for your productions!","no reviews","no reviews","1"
"Ambient / Chill / New Age","Zero-G","SoundSense: Ambiosis","$21.44","Atmospheric Sound FX produced by Ian Boddy.","no reviews","no reviews","1"
"Ambient / Chill / New Age","Zero-G","Analogue Sequencer Loops","$42.87","Professional samples,using only classic analogue synths..","2005","2005","1"
"Ambient / Chill / New Age","Zero-G","Morphology","$41.09","Another great library, by sound designer Ian Boddy","2004","2004","1"
"Ambient / Chill / New Age","Zero-G","Ambient Textures Refill","$15.48","Refill library, produced by Jonathan Heslop","2004","2004","0"
"Cinematic / Orchestral","Zero-G","Shadowlands","$42.87","50 Construction kits for Cinematic Productions","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Impulse","$69.30","Documentary, Foreign, and Dramatic Guitar Styles","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","13: Horror Loops and Sound Design","$90.30","Terrifying Loops and Sound Design for Modern Producers","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Colours","$90.30","Indie, Cinematic, and Pop Styles!","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Suspense: Cinematic Percussion and Soundbeds","$90.30","20 Kits of Cinematic Percussion and Soundbeds","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Urban Symphony","$44.66","Urban & Hip Hop Orchester Grooves","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Epic Drums II","$90.30","Big, epic drums and percussion for great soundtrack!","no reviews","no reviews","1"
"Cinematic / Orchestral","Best Service","Production Effects Vol.1","$69.00","Effects collection, xplosions, hits, up- and ownsweeps a.s.o","2011","2011","1"
"Cinematic / Orchestral","Big Fish Audio","Symphonic Manoeuvres 2","$69.30","A full orchestra for cinematic tracks!","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Heavy Industry","$51.61","Atmospheres, transitions, ambiences, drones and effects","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Son of Grindhouse","$69.97","The authentic sounds of B-Movie cinema","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Ambient Soundware","$44.66","Collection of Atmospheres, Pads, Arps, Textures and Chords","no reviews","no reviews","1"
"Cinematic / Orchestral","Ueberschall","Cinematic Guitar Loops","$147.87","Huge collection of atmospheric Guitar Performances","no reviews","no reviews","0"
"Cinematic / Orchestral","Zero-G","ARC - Evolving Soundscapes & Drones","$42.87","Dreamlike Musical Environments Library","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Percussion 3","$76.76","Cinematic Percussion and Sound Design Elements","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Eclipse 2: Ambient Guitars","$90.30","Pristine Ambient Guitar Loops and Sounds","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Extreme Vocal Environments","$42.87","Creative Sound Design Tool based on the Human Voice","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Zetamorph","$42.87","Cinematic Mutations & FX","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Other Worlds","$42.87","Cinematic Textures and Atmospheres","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Cinematic IDM","$42.87","Complex Rhythms and emotional Textures","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Legacy","$42.87","Sounds inspired by classic Sci-Fi Movies of the 80ies","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Synth FX","$69.30","Synth FX for Modern Cinema","no reviews","no reviews","1"
"Cinematic / Orchestral","Ueberschall","Concert Flute","$48.63","Delicate Melodic Moods","no reviews","no reviews","0"
"Cinematic / Orchestral","Big Fish Audio","LIFT: Cinematic Guitar Series","$69.30","15 Indie, Comedy, and Feel Good Construction Kits","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Motion","$48.30","Cinematic Soundscapes, Atmospheres and Textures","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Echo","$90.30","Massive Collection of Cinematic Pop Guitars","no reviews","no reviews","1"
"Cinematic / Orchestral","Ueberschall","Daytime Tunes","$48.63","Pop / Score Music Soundbank for Songwriters & Producers","no reviews","no reviews","0"
"Cinematic / Orchestral","Big Fish Audio","Gravity","$90.30","Extensive Film / TV, Video Games and Sounddesign Library","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Illusion","$90.30","Soundscapes and sound design for film, games & media","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Paranormal","$41.06","About 3.5 GB sound design for film, TV and games.","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Orchestral Themes","$90.30","20 great orchestral pieces from epic to drama.","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Altered Reality: Dark Cinematic Elements","$90.30","High-quality cinematic effects and sound design","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Percussion 2","$90.30","Great cinematic percussion for spectacular tracks!","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Sound Design","$34.30","Sound Design and FX tools for composers and designers.","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Darkness: Cinematic Sound Design","$48.30","Superb sound design for film, TV & Games","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Eclipse: Ambient Guitars","$90.30","Atmospheric, dark and cinematic guitar sounds","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Oxygen","$90.30","Cinematic sound design for music, film & games!","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Guitar Soundscapes","$90.30","Emotional and cinematic guitars loops & grooves","no reviews","no reviews","1"
"Cinematic / Orchestral","Big Fish Audio","Rock Cinema","$69.30","Cinematic guitar riffs and song loops","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Big Fish Audio","Cinematic Percussion","$69.30","High quality cinematic percussion","2010","2010","1"
"Cinematic / Orchestral","Ueberschall","Score FX 2","$147.87","Professionelles sound design and FX","2010","2009","0"
"Cinematic / Orchestral","Big Fish Audio","Epic Drums","$69.30","Cinematic Drums and Percussion for the BIG sound!","no reviews","no reviews","1"
"Cinematic / Orchestral","Ueberschall","Score FX","$147.87","Sound design and audio FX for movies & games","2009","2008","0"
"Cinematic / Orchestral","Big Fish Audio","Symphonic Manoeuvres","$69.30","A full orchestra as a construction kit!","2007","2007","1"
"Cinematic / Orchestral","Best Service","World Colours","$89.00","An outstanding world instrument & percussion tool","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Zero-G","Sound Design Bundle","$129.02","Perception, Epic Horizons and Ian Boddy Odyssey","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Ultimate Cinematic Bundle","$131.00","Cinematic Atmos, Ambiences and SFX","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Critical Mass","$44.66","Great sound collection for tv, film, games and more!","no reviews","no reviews","1"
"Cinematic / Orchestral","Ueberschall","Cinematic Timeshift","$48.63","Cinematic soundscapes and effects","no reviews","no reviews","0"
"Cinematic / Orchestral","Zero-G","Epic Horizons - Cinematic Atmospheres","$58.95","Epic Sound Design for professional film, TV and Games!","no reviews","no reviews","1"
"Cinematic / Orchestral","Heavyocity","DM-307A Cinematic Artists","$39.20","Cinematic Artists Pack for Ableton","no reviews","no reviews","0"
"Cinematic / Orchestral","Heavyocity","DM-307A Hybrid Cinematics","$31.20","Hybrid Cinematics Pack for Ableton","no reviews","no reviews","0"
"Cinematic / Orchestral","Zero-G","Maximum Force","$44.06","Big FX for big projects - From impacts to whooshes!","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Perception Cinemascapes","$53.00","Loops & sound FX for professional productions!","2011","2011","1"
"Cinematic / Orchestral","Zero-G","Odyssey","$68.48","8 sample librarys in one Bundle - from cinematic to ambience","2011","2011","1"
"Cinematic / Orchestral","Zero-G","Alien Skies - Cinematic Ambiences 2","$58.95","Professional cinematic sound design for film, tv & games!","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Deep Impact - Cinematic Atmospheres and SFX","$58.36","Sound FX, soundscapes and more for professional sound","no reviews","no reviews","1"
"Cinematic / Orchestral","Zero-G","Dark Skies - Cinematic Ambiences","$58.36","Packed full of blasting sound FX & sound design!","2010","2010","1"
"Cinematic / Orchestral","Zero-G","Outer Limits","$42.87","Abstract & professional sound design","2006","2006","1"
"Cinematic / Orchestral","Zero-G","Harmonica","$23.82","Harmonica samples, performed by Ben Hewlett","no reviews","no reviews","no requirement"
"Cinematic / Orchestral","Zero-G","Celtic","$42.87","Loops & samples of celtic instruments.","2002","2002","1"
"Pop / Dance / House","Big Fish Audio","Modular: Analog Tech House","$90.97","50 construction kits full of real analog synth elements","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Synth Phunk","$98.25","Funky Electro Pop Construction Kits","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Pop Rock: Studio Drum Sessions","$90.30","17 Kits of the hottest Drum Sounds","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Pop Rock","$98.25","10 huge Pop Rock construction kits","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Big Room Anthems","$48.30","15 Kits of Hard-Hitting Electronic Dance Music","no reviews","no reviews","1"
"Pop / Dance / House","Zero-G","Nu Disco","$44.66","Authentic 70s and 80s Dance Floor Library","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Colours","$90.30","Indie, Cinematic, and Pop Styles!","no reviews","no reviews","1"
"Pop / Dance / House","Best Service","Production Tools Vol. 8","$69.00","Construction Kits for Progressive House, Electro & Trance","2014","2014","1"
"Pop / Dance / House","Best Service","Production Tools Vol. 7","$69.00","Progressive House, Electro and Trance Kits","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Chart Hits 2","$48.63","anthemic electronic pop and four to the floor beats","no reviews","no reviews","0"
"Pop / Dance / House","Best Service","Production Tools Vol. 6","$69.00","35 Electro House / Progressive House und Tech House kits","no reviews","no reviews","1"
"Pop / Dance / House","Best Service","K-Size Electro Edition","$49.00","Over 2500 Sounds für House, Techhouse, Progressive..","2011","2011","1"
"Pop / Dance / House","Best Service","Production Tools Vol. 4","$69.00","35 Production Kits for Electro/Tech House, Progressive House","2011","2011","1"
"Pop / Dance / House","Best Service","K-Size Engine Edition","$139.00","Four K-Size libraries in one pack","no reviews","no reviews","0"
"Pop / Dance / House","Best Service","K-Size NoKick","$49.00","1500 loops for Electro-House, Minimal, Techhouse...","no reviews","no reviews","1"
"Pop / Dance / House","Best Service","K-Size FX Edition","$49.00","1400 SoundFX, Atmos, DownSweeps, Hits, Impacts...","no reviews","no reviews","1"
"Pop / Dance / House","Best Service","Production Tools Vol. 3","$69.00","35 Production Kits for Electro, Tech House,Progressive House","no reviews","no reviews","1"
"Pop / Dance / House","Best Service","K-Size Minimal Edition","$49.00","2800 Hi-Quality CLUB Loops and Sounds","2010","2009","1"
"Pop / Dance / House","Best Service","K-Size Techhouse Edition","$49.00","More than 2800 Techhouse sounds und loops","2010","2010","1"
"Pop / Dance / House","Big Fish Audio","Kandiland: EDM Construction Kits","$90.97","20 of the hottest EDM construction kits","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Momentum: Pop Rock Hits","$90.97","10 construction kits of Modern Pop Rock Hits","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Sunny Moods","$98.25","10 feel good Construction Kits to make you smile","no reviews","no reviews","0"
"Pop / Dance / House","Zero-G","Disco Platinum","$42.87","Authentic Retro Dance Reconstruction Kits","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Resonator Guitar","$48.63","Traditional Sounds For Modern Music","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","DiscoTape","$98.25","10 Constructions Kits with the classic vibe of pure Disco","no reviews","no reviews","0"
"Pop / Dance / House","Zero-G","PopCorn","$35.13","24 Construction Kits from the previous five Decades of Pop","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Street Percussion NYC","$69.30","Unique Cinematic and Breakbeat Percussion","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Velocity","$90.30","Pop,Indie and Modern Rock Construction Kits","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Chart Hits 3","$98.25","Good-Time Guitar Grooves","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Acoustic Lounge","$147.87","24 Construction Kits of Smooth and Soulful Tunes","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Encore","$64.50","50 Construction Kits of House, Big Room, EDM and Trap","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","80s Synthwave","$48.63","Classic 80s synth-based hits with a modern edge","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Vocal Dance Hits 2","$98.25","Dance Floor Hits with Vocals","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Guitar Ballads 2","$98.25","Classic Rock and Pop Ballads with a modern touch","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Motion","$90.30","Massive collection of of Pop, Dance and Electronica samples","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Ambient Pop","$90.30","20 Pop, Ambient & Cinematic Rock Construction Kitss","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Electro Club","$48.30","15 Construction Kits of Modern Dance Floor Material","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Indie-Pop","$98.25","Pop-based Tunes with an Indie Feel","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Vocal Dance Hits","$28.78","Complete Dance & Pop Anthems with Vocals","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Urban Essentials Bundle","$69.30","Five of the most Essential Urban Products in one Bundle","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Switch","$89.62","collection of Pop,Nu-Funk,Dance Pop,R&B, Songwriting Styles","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Echo","$90.30","Massive Collection of Cinematic Pop Guitars","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Daytime Tunes","$48.63","Pop / Score Music Soundbank for Songwriters & Producers","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Vocal House 02","$28.78","Driving beats, synth basses and processed vocals","no reviews","no reviews","0"
"Pop / Dance / House","Big Fish Audio","Pop Goes the City: Industry Mixer","$34.30","Large selection of samples for special and stylish Tracks","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Hook","$27.30","Catchy hooks and beats for the next pop hits!","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Dancetronic","$27.30","About 1.6 GB of high quality dance grooves, drums & hits","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Progressive House Hits","$48.30","15 finely crafted Progressive House construction kits!","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Shout","$48.30","Many vocal samples for pop productions","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Legendary: R&B Pop","$48.30","Professional R&B sounds and loops a la Rhianna & Beyonce","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Acoustic Pop","$129.00","Guitars, basses, drum sets and more!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Indie Pop","$90.30","Songwriter tools & loops for demanding productions","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Guitar Sessions: Contemporary Pop Guitars","$90.30","Sound Tools for pop to country - Unique guitars!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Electro Pop Hits","$17.26","Electro Pop Hits Collection of Track Star - A Hit!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Island Guitars","$48.30","Inspire yourself from beautiful island grooves!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Nu-Soul","$90.30","Sound tools for pop, soul and R&B - a total of 20 GB!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Pop Ukulele and Island Sounds","$41.06","Hawaiian, Polynesian and Caribbean island instruments!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Quirky Guitars vol. 1","$48.30","Inspiration of a special kind!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Quirky Guitars vol. 2","$48.30","Fantastic sound worlds for pop / rock productions","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Urban Pop Sensation","$23.21","Beats & vocals for each producer of urban music.","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Acoustic Indie Pop","$90.30","Samples and grooves for songwriters and producers","no reviews","no reviews","1"
"Pop / Dance / House","Big Fish Audio","Pop Rocks","$90.30","Huge sounds and loops for rock and pop productions.","2012","2012","1"
"Pop / Dance / House","Best Service","Modern Pop","$49.00","Loops and Samples for Pop, Lounge, Chillout and New Wave","2011","2011","1"
"Pop / Dance / House","Big Fish Audio","Pop n Soul Guitars","$69.30","Guitar loops & grooves for pop and soul music","2011","2011","1"
"Pop / Dance / House","Best Service","Electronic Drums Vol. 1","$69.00","Electronic & synthetic drum sounds for club-sound","2010","2010","1"
"Pop / Dance / House","Big Fish Audio","Hit Zone 3","$34.30","Pop, R&B and Hip Hop Loops & Grooves for the charts!","2007","2007","no requirement"
"Pop / Dance / House","Best Service","House Definition Vol. 1","$49.00","More than 2400 high quality sound samples for House producer","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Hit Zone 2","$34.30","Chart-oriented construction kits for your next hits!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Big Fish Audio","Hit Zone","$34.30","Hip Hop & R&B Construction Kits for the sound of the charts!","no reviews","no reviews","no requirement"
"Pop / Dance / House","Zero-G","Sounds of the 70s","$42.87","Back to the 70s! Flower power & disco flavour!","no reviews","no reviews","1"
"Pop / Dance / House","Zero-G","Disco Bundle","$108.18","A special collection of Libraries for Disco Music","no reviews","no reviews","1"
"Pop / Dance / House","Ueberschall","Deep Electro House","$48.63","Beats, synths & FX for Deep House to Electro Music!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Commercial Pop","$98.25","Commercial Pop - Library Music for TV & Radio Ads","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Disco House","$48.63","Funky Disco loops meet groovy House! 1,4 GB night fever!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Funky Electro House","$28.78","Funky Electro House - 316 loops and single-sounds!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Tech House Producer Pack","$48.63","The best elements of house and techno in a library!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Synth Pop","$98.25","Electric pop sounds and loops","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Electro House UE","$48.63","Sophisticated Club Samples & Loops","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Tech House Vol. 1","$48.63","Techno & house grooves","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Chill House","$48.63","Sounds for the ultimate warm-up time and chill-Floor","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Nouvelle Discotheque","$48.63","Nice and bright disco grooves - funky and cool!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","8 Bit Stylez","$38.71","Brilliant lo-fi samples","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Chart Hits","$48.63","Top 10 sound for your next hits!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Synthlines","$98.25","Brilliant bass and lead phrases for all current music genres","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Guitar Ballads","$48.63","Soulful, professionally played guitar grooves","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Beyond Tech House","$48.63","The perfect fusion of two worlds!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Deep House - Club Sounds Vol. 1","$55.00","The hottest club sounds & loops","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Bollywood Pop","$109.00","Western European beats and traditional Indian pop music","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","House Elastik Inspire Series","$147.87","Outstanding house samples ! Over 2,500 sounds!","2011","2011","0"
"Pop / Dance / House","Ueberschall","Deep House","$109.00","Finest deep house sound, loops & grooves!","2011","2011","0"
"Pop / Dance / House","Ueberschall","Soulful Pop","$109.00","Soulful pop samples for professionals! 3.8 GB of grooves","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Pop Ballads","$98.25","The necessary tools for professional-sounding pop music","2010","2010","0"
"Pop / Dance / House","Ueberschall","Sounds of Berlin","$109.00","The unique sound of the Berlin clubs!","2010","2010","0"
"Pop / Dance / House","Ueberschall","Pop Music","$98.25","The ultimate pop production workstation!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Electrolines","$109.00","Over 1000 analog bass and lead lines","2009","2009","0"
"Pop / Dance / House","Ueberschall","Analog Attack","$109.00","Range of the finest pure analog Grooves & Loops.","2008","2008","0"
"Pop / Dance / House","Ueberschall","Adlibs","$98.25","2400 verbal and nonverbal phrases sung by professionals!","2008","2008","0"
"Pop / Dance / House","Ueberschall","Essentials Of The Order","$98.25","Bombastic sample collection with 8600 loops & samples!","no reviews","no reviews","0"
"Pop / Dance / House","Ueberschall","Disco de Luxe","$38.71","The disco sound of the 70s in one sample library","2002","2002","0"
"Pop / Dance / House","Zero-G","Total House","$13.88","1600 of the toughest house loops & grooves!","no reviews","no reviews","1"
"Pop / Dance / House","Zero-G","Vocal Lix","$44.66","Great Sample library crammed with dance oriented vocals!","2013","2013","1"
